gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class,PreviousGrade,ExtracurricularActivities,LearningStyle,PersonalityType,MotivationLevel,ComputerUsage,InternetAccess,Friendships,PeerInfluence,ParentalEducation,ParentTeacherMeetings,PhysicalActivity,SleepDuration,AttitudeTowardsSubjects,BehavioralIssues,raisedhands,VisITedResources,AnnouncementsView,Discussion
F,ind,UK,middlelevel,G-04,A,English,F,Father,No,Bad,Above-7,M,D,Yes,Auditory,Introvert,High,High,No,None,Neutral,Bachelor,No,Moderate,Insufficient,Negative,No,15,86,15,10
F,fr,India,preschool,G-04,A,Science,S,Mother,No,Bad,Under-7,L,D,No,Visual,Introvert,Medium,High,No,Some,Negative,Master,Yes,Moderate,Insufficient,Neutral,Yes,64,47,9,34
M,ind,Saudi Arabia,lowerlevel,G-05,E,History,S,Father,Yes,Bad,Under-7,H,E,No,Visual,Introvert,Medium,Low,Yes,Some,Positive,Bachelor,Yes,Active,Adequate,Neutral,Yes,94,44,4,10
M,us,Saudi Arabia,preschool,G-05,E,Science,S,Mother,Yes,Good,Above-7,L,D,No,Kinesthetic,Introvert,High,Low,No,None,Neutral,Bachelor,Yes,Inactive,Insufficient,Neutral,Yes,17,3,19,12
M,fr,Saudi Arabia,lowerlevel,G-07,D,History,F,Guardian,Yes,Bad,Under-7,L,E,No,Kinesthetic,Extrovert,Low,Low,No,Some,Negative,Bachelor,No,Active,Insufficient,Neutral,No,99,70,12,40
F,ind,UK,highlevel,G-07,D,Math,F,Father,Yes,Bad,Under-7,M,E,Yes,Auditory,Introvert,Medium,High,Yes,Some,Negative,PhD,Yes,Moderate,Adequate,Positive,Yes,12,3,5,9
M,us,China,preschool,G-07,A,English,S,Guardian,Yes,Good,Under-7,L,C,No,Auditory,Introvert,High,High,Yes,Many,Positive,HighSchool,No,Inactive,Adequate,Positive,Yes,53,97,16,17
F,ind,India,highlevel,G-04,A,English,F,Mother,No,Bad,Under-7,M,B,No,Visual,Extrovert,Low,Medium,Yes,None,Positive,HighSchool,No,Active,Insufficient,Neutral,Yes,0,39,4,13
F,saudi,China,highlevel,G-05,A,Science,F,Guardian,Yes,Good,Under-7,H,B,No,Visual,Extrovert,High,High,No,Some,Negative,PhD,Yes,Active,Adequate,Negative,Yes,30,94,4,36
M,ind,China,middlelevel,G-04,B,IT,S,Mother,No,Good,Above-7,M,C,Yes,Auditory,Introvert,Low,Medium,No,Many,Negative,Master,No,Inactive,Insufficient,Positive,Yes,58,74,6,34
F,fr,Saudi Arabia,highlevel,G-07,D,History,S,Guardian,No,Bad,Under-7,H,E,Yes,Kinesthetic,Extrovert,Low,Low,Yes,Some,Negative,Bachelor,Yes,Moderate,Insufficient,Positive,No,44,48,20,47
M,uk,Saudi Arabia,highlevel,G-04,A,Science,F,Mother,Yes,Bad,Under-7,L,E,No,Kinesthetic,Extrovert,Low,Low,Yes,Many,Neutral,Bachelor,Yes,Active,Insufficient,Neutral,No,41,40,14,1
M,fr,India,middlelevel,G-06,C,IT,S,Guardian,Yes,Good,Above-7,M,D,Yes,Kinesthetic,Extrovert,Medium,High,No,Some,Neutral,HighSchool,Yes,Moderate,Adequate,Positive,No,57,0,16,10
M,fr,UK,preschool,G-04,D,Math,F,Guardian,No,Bad,Above-7,M,D,Yes,Kinesthetic,Introvert,High,Medium,Yes,Many,Positive,Master,No,Inactive,Adequate,Positive,No,66,68,18,28
M,saudi,France,lowerlevel,G-07,E,IT,F,Father,No,Bad,Under-7,H,A,Yes,Kinesthetic,Introvert,Low,Low,Yes,Some,Negative,HighSchool,Yes,Moderate,Adequate,Negative,Yes,2,23,6,15
F,ind,China,middlelevel,G-06,D,Science,F,Guardian,No,Bad,Above-7,L,D,No,Kinesthetic,Introvert,Medium,Low,Yes,Many,Negative,Bachelor,Yes,Inactive,Insufficient,Positive,No,93,3,13,47
M,uk,China,preschool,G-07,A,Science,S,Guardian,No,Bad,Under-7,H,A,No,Auditory,Extrovert,Medium,High,No,Some,Positive,PhD,No,Moderate,Insufficient,Neutral,Yes,4,1,15,16
F,fr,UK,preschool,G-07,B,English,S,Mother,Yes,Bad,Under-7,H,B,Yes,Auditory,Introvert,Medium,High,Yes,None,Negative,Master,No,Moderate,Insufficient,Neutral,No,100,71,11,35
M,saudi,UK,highlevel,G-05,B,Science,F,Father,Yes,Bad,Above-7,L,B,Yes,Auditory,Introvert,Medium,Low,Yes,Some,Negative,Bachelor,Yes,Active,Insufficient,Positive,No,61,20,14,18
F,fr,France,highlevel,G-05,D,Math,F,Mother,No,Bad,Above-7,M,B,No,Kinesthetic,Extrovert,High,High,No,Many,Negative,HighSchool,Yes,Active,Adequate,Neutral,No,15,34,1,47
M,ind,France,highlevel,G-05,C,History,S,Guardian,Yes,Good,Under-7,H,A,No,Visual,Extrovert,Low,Medium,Yes,None,Neutral,Bachelor,Yes,Moderate,Adequate,Neutral,Yes,22,23,2,36
F,saudi,UK,middlelevel,G-05,B,Math,S,Guardian,No,Good,Under-7,M,C,Yes,Kinesthetic,Introvert,Low,High,Yes,Some,Negative,Master,No,Active,Adequate,Neutral,Yes,73,72,5,28
M,saudi,Saudi Arabia,highlevel,G-05,A,History,S,Father,No,Bad,Under-7,H,B,No,Visual,Extrovert,High,High,No,None,Neutral,HighSchool,Yes,Inactive,Adequate,Neutral,No,94,97,11,6
M,saudi,China,preschool,G-04,E,English,F,Guardian,No,Good,Under-7,H,B,Yes,Auditory,Extrovert,Low,Medium,No,Many,Negative,Bachelor,No,Inactive,Adequate,Negative,Yes,69,65,4,17
M,saudi,USA,lowerlevel,G-05,C,Science,S,Mother,Yes,Bad,Under-7,L,A,No,Auditory,Extrovert,High,Low,No,Some,Negative,HighSchool,No,Moderate,Adequate,Positive,No,28,55,5,34
F,uk,USA,middlelevel,G-05,C,Science,F,Mother,No,Good,Above-7,M,B,No,Visual,Introvert,High,Medium,Yes,Many,Neutral,Bachelor,No,Active,Insufficient,Neutral,No,97,78,13,23
F,uk,France,lowerlevel,G-07,A,English,F,Guardian,No,Good,Under-7,H,B,Yes,Visual,Introvert,Medium,High,Yes,None,Neutral,Bachelor,No,Inactive,Adequate,Positive,Yes,76,11,17,43
F,fr,UK,preschool,G-05,D,Math,S,Father,No,Bad,Under-7,H,A,No,Visual,Extrovert,Medium,Medium,Yes,Many,Positive,Master,Yes,Inactive,Insufficient,Negative,No,8,72,19,4
F,cn,France,lowerlevel,G-06,D,Science,S,Father,Yes,Bad,Above-7,M,A,No,Kinesthetic,Extrovert,Low,Low,Yes,Many,Negative,HighSchool,Yes,Active,Adequate,Negative,No,72,69,0,9
F,cn,France,preschool,G-04,E,Math,F,Father,Yes,Bad,Above-7,H,D,No,Auditory,Introvert,High,Low,Yes,Many,Negative,Master,Yes,Inactive,Adequate,Positive,Yes,34,9,1,35
F,us,UK,highlevel,G-04,A,Science,S,Mother,No,Bad,Above-7,M,B,Yes,Kinesthetic,Introvert,High,Low,No,None,Negative,HighSchool,Yes,Inactive,Insufficient,Negative,No,53,26,20,29
F,ind,China,middlelevel,G-06,E,History,F,Guardian,No,Good,Under-7,M,B,No,Kinesthetic,Extrovert,High,Low,No,None,Positive,HighSchool,No,Inactive,Insufficient,Positive,No,97,83,5,17
M,cn,France,lowerlevel,G-07,C,Science,F,Father,Yes,Good,Under-7,L,A,No,Kinesthetic,Extrovert,Low,Low,No,Many,Positive,Master,Yes,Moderate,Adequate,Positive,No,7,25,10,45
M,saudi,UK,lowerlevel,G-07,C,IT,S,Guardian,No,Bad,Under-7,M,E,No,Kinesthetic,Extrovert,Medium,High,Yes,Many,Positive,HighSchool,No,Active,Adequate,Positive,Yes,31,3,13,36
M,saudi,China,lowerlevel,G-04,C,Science,F,Mother,No,Bad,Above-7,L,B,No,Kinesthetic,Introvert,Low,Low,No,Some,Neutral,HighSchool,Yes,Inactive,Insufficient,Positive,No,89,3,15,23
M,ind,UK,lowerlevel,G-05,A,Math,S,Mother,No,Bad,Above-7,M,C,Yes,Visual,Introvert,Medium,High,Yes,None,Negative,Master,No,Moderate,Adequate,Negative,Yes,5,67,14,48
F,cn,India,middlelevel,G-07,E,History,F,Mother,Yes,Good,Above-7,M,D,No,Kinesthetic,Introvert,Low,Medium,Yes,Many,Positive,Master,No,Inactive,Insufficient,Negative,Yes,27,42,6,24
F,ind,India,middlelevel,G-07,C,English,S,Mother,Yes,Bad,Above-7,M,D,No,Kinesthetic,Introvert,Medium,Low,No,None,Negative,Bachelor,No,Moderate,Adequate,Positive,No,15,13,9,25
F,fr,India,highlevel,G-04,D,English,F,Guardian,No,Bad,Above-7,L,E,Yes,Visual,Introvert,High,Medium,No,Many,Positive,HighSchool,Yes,Inactive,Adequate,Negative,No,69,11,1,33
F,ind,India,lowerlevel,G-05,E,History,F,Father,No,Bad,Under-7,L,C,Yes,Auditory,Extrovert,High,High,Yes,Many,Negative,PhD,No,Active,Adequate,Negative,No,39,0,10,11
M,uk,China,highlevel,G-05,A,IT,F,Mother,Yes,Bad,Above-7,L,E,Yes,Kinesthetic,Extrovert,Low,High,Yes,Some,Negative,Master,No,Inactive,Adequate,Neutral,No,86,1,10,47
F,ind,UK,highlevel,G-04,B,Math,S,Father,Yes,Bad,Under-7,H,D,No,Kinesthetic,Extrovert,Medium,Medium,No,Many,Positive,PhD,Yes,Active,Insufficient,Neutral,Yes,44,65,5,13
F,ind,France,lowerlevel,G-04,D,English,S,Father,Yes,Bad,Under-7,H,D,Yes,Kinesthetic,Extrovert,High,Medium,No,Many,Positive,PhD,No,Inactive,Insufficient,Neutral,Yes,25,0,17,17
F,us,Saudi Arabia,highlevel,G-06,E,Science,F,Guardian,No,Good,Above-7,H,C,Yes,Kinesthetic,Introvert,Medium,Low,No,Many,Neutral,PhD,Yes,Inactive,Adequate,Neutral,Yes,89,17,1,0
F,saudi,China,highlevel,G-07,D,History,F,Guardian,Yes,Good,Under-7,H,A,Yes,Kinesthetic,Extrovert,High,Medium,Yes,Many,Neutral,PhD,No,Active,Adequate,Negative,Yes,100,43,5,0
F,uk,India,preschool,G-04,B,Math,F,Guardian,Yes,Bad,Under-7,M,B,No,Kinesthetic,Introvert,Medium,Medium,No,Some,Positive,HighSchool,No,Active,Insufficient,Negative,Yes,41,14,3,8
M,us,France,middlelevel,G-04,A,IT,S,Father,Yes,Good,Under-7,H,C,Yes,Visual,Introvert,High,High,Yes,Some,Positive,Master,Yes,Inactive,Adequate,Neutral,No,86,37,3,10
M,us,China,lowerlevel,G-06,C,Science,S,Guardian,No,Bad,Above-7,M,B,Yes,Visual,Introvert,Medium,Low,No,Many,Neutral,PhD,Yes,Inactive,Insufficient,Neutral,Yes,98,31,0,24
M,saudi,UK,middlelevel,G-05,E,English,F,Mother,Yes,Bad,Under-7,M,E,No,Kinesthetic,Extrovert,Low,High,No,Many,Negative,Master,Yes,Active,Insufficient,Neutral,No,91,0,10,47
F,cn,UK,lowerlevel,G-07,B,Science,F,Father,Yes,Bad,Above-7,H,A,No,Visual,Introvert,Medium,Low,Yes,None,Neutral,Master,No,Active,Insufficient,Neutral,Yes,52,79,19,45
M,saudi,India,middlelevel,G-06,A,Math,F,Mother,No,Bad,Above-7,M,B,No,Kinesthetic,Extrovert,High,Low,Yes,None,Neutral,Master,Yes,Active,Adequate,Positive,Yes,73,9,11,5
F,us,China,preschool,G-07,A,History,F,Father,No,Good,Above-7,M,A,Yes,Auditory,Extrovert,Low,Medium,Yes,None,Negative,HighSchool,Yes,Inactive,Adequate,Positive,Yes,2,91,3,15
F,saudi,UK,highlevel,G-04,C,IT,S,Father,No,Good,Under-7,H,D,Yes,Visual,Extrovert,Low,Medium,Yes,None,Positive,HighSchool,Yes,Moderate,Insufficient,Negative,No,4,30,2,20
F,uk,Saudi Arabia,highlevel,G-06,A,Science,S,Father,Yes,Bad,Under-7,H,D,No,Kinesthetic,Extrovert,Medium,High,Yes,None,Positive,PhD,Yes,Moderate,Insufficient,Neutral,No,18,35,3,16
M,us,India,preschool,G-06,A,IT,S,Guardian,Yes,Bad,Under-7,H,C,Yes,Kinesthetic,Extrovert,Medium,Low,Yes,Some,Positive,Master,No,Active,Adequate,Neutral,Yes,38,36,14,1
F,saudi,UK,highlevel,G-07,D,History,F,Guardian,No,Good,Above-7,H,E,Yes,Kinesthetic,Extrovert,Medium,Medium,Yes,Many,Positive,PhD,Yes,Active,Adequate,Negative,No,37,84,15,50
M,uk,China,preschool,G-05,C,English,F,Guardian,Yes,Bad,Above-7,H,D,Yes,Auditory,Extrovert,Medium,Medium,No,None,Neutral,HighSchool,No,Active,Adequate,Neutral,No,57,57,12,49
F,saudi,Saudi Arabia,lowerlevel,G-06,B,Science,F,Mother,Yes,Bad,Under-7,L,C,Yes,Visual,Introvert,Medium,Low,No,None,Positive,Master,Yes,Active,Adequate,Neutral,No,55,68,12,36
M,uk,UK,highlevel,G-07,D,History,S,Father,No,Good,Above-7,M,A,No,Kinesthetic,Introvert,Low,Low,Yes,Some,Neutral,HighSchool,Yes,Moderate,Adequate,Positive,Yes,100,54,4,29
M,cn,Saudi Arabia,preschool,G-07,D,History,F,Mother,No,Bad,Under-7,M,D,Yes,Kinesthetic,Introvert,Low,High,Yes,Many,Neutral,HighSchool,No,Inactive,Adequate,Neutral,No,93,15,12,34
M,ind,USA,highlevel,G-04,E,English,F,Father,No,Good,Above-7,L,E,Yes,Visual,Introvert,Low,High,Yes,Some,Neutral,Master,No,Active,Adequate,Positive,No,97,86,12,9
F,fr,Saudi Arabia,lowerlevel,G-06,A,Math,F,Father,No,Good,Above-7,M,D,No,Auditory,Introvert,High,High,No,None,Positive,Master,No,Inactive,Adequate,Positive,No,3,6,19,22
M,uk,USA,preschool,G-05,E,English,S,Mother,Yes,Good,Under-7,M,C,Yes,Auditory,Introvert,Low,High,No,Some,Positive,Master,No,Active,Adequate,Negative,No,41,84,2,31
M,saudi,China,highlevel,G-04,B,Science,F,Guardian,Yes,Good,Under-7,L,B,No,Visual,Extrovert,High,High,Yes,Some,Positive,PhD,No,Active,Insufficient,Positive,Yes,95,60,3,20
F,us,USA,lowerlevel,G-04,C,History,F,Father,No,Bad,Under-7,M,B,Yes,Auditory,Extrovert,Medium,Low,No,None,Neutral,Bachelor,Yes,Active,Adequate,Neutral,Yes,60,49,20,0
F,saudi,Saudi Arabia,middlelevel,G-05,C,IT,S,Father,No,Bad,Under-7,M,E,No,Auditory,Introvert,Medium,High,Yes,None,Negative,Master,Yes,Inactive,Insufficient,Positive,Yes,6,20,17,45
F,fr,UK,highlevel,G-07,C,English,S,Guardian,No,Bad,Under-7,L,D,Yes,Visual,Introvert,High,High,Yes,Many,Neutral,PhD,Yes,Active,Insufficient,Positive,Yes,5,58,13,10
M,us,UK,lowerlevel,G-07,C,Math,F,Guardian,Yes,Good,Above-7,L,B,Yes,Auditory,Introvert,Medium,Low,No,Some,Neutral,Bachelor,No,Moderate,Adequate,Positive,Yes,8,86,16,13
F,fr,UK,middlelevel,G-06,B,English,S,Guardian,No,Good,Under-7,L,A,Yes,Visual,Extrovert,Low,Low,No,None,Positive,Master,Yes,Moderate,Insufficient,Negative,No,14,19,3,22
F,us,China,middlelevel,G-04,E,History,F,Guardian,Yes,Bad,Under-7,L,C,No,Visual,Introvert,Low,Low,No,None,Neutral,Master,Yes,Moderate,Adequate,Positive,Yes,82,46,20,12
M,fr,India,highlevel,G-07,B,Math,F,Guardian,No,Good,Above-7,M,A,Yes,Kinesthetic,Extrovert,High,Low,Yes,Some,Positive,PhD,Yes,Moderate,Insufficient,Neutral,No,13,74,4,36
M,cn,India,highlevel,G-05,D,English,F,Father,Yes,Good,Above-7,M,C,Yes,Kinesthetic,Extrovert,Low,High,No,Some,Positive,Master,Yes,Active,Insufficient,Neutral,No,83,94,18,7
F,ind,France,middlelevel,G-06,E,IT,F,Guardian,Yes,Good,Under-7,L,E,No,Visual,Introvert,High,Low,No,Many,Neutral,HighSchool,Yes,Moderate,Insufficient,Neutral,Yes,54,59,4,9
F,fr,USA,middlelevel,G-04,A,IT,F,Father,Yes,Bad,Under-7,M,C,Yes,Kinesthetic,Introvert,Medium,High,No,Some,Neutral,Master,No,Moderate,Adequate,Negative,No,65,95,18,1
M,fr,India,middlelevel,G-07,A,Science,F,Mother,No,Good,Under-7,M,E,No,Auditory,Extrovert,High,High,No,Some,Neutral,HighSchool,Yes,Moderate,Adequate,Positive,Yes,33,33,19,42
M,fr,UK,preschool,G-06,E,English,S,Mother,Yes,Bad,Under-7,M,C,No,Visual,Extrovert,Medium,High,Yes,Many,Neutral,HighSchool,Yes,Moderate,Insufficient,Negative,No,94,43,8,1
M,ind,China,highlevel,G-07,E,IT,F,Guardian,Yes,Good,Under-7,H,D,Yes,Kinesthetic,Introvert,Medium,High,No,Many,Positive,PhD,No,Moderate,Adequate,Negative,Yes,80,88,6,39
M,saudi,Saudi Arabia,middlelevel,G-07,D,Science,S,Guardian,Yes,Good,Above-7,M,B,No,Visual,Extrovert,Medium,High,Yes,None,Neutral,PhD,No,Inactive,Adequate,Positive,No,32,88,5,27
M,saudi,France,highlevel,G-05,C,Science,S,Mother,Yes,Good,Under-7,M,D,No,Kinesthetic,Introvert,Low,High,No,None,Negative,PhD,Yes,Inactive,Insufficient,Neutral,No,73,23,0,48
M,saudi,Saudi Arabia,highlevel,G-04,D,History,S,Father,Yes,Bad,Under-7,M,E,Yes,Kinesthetic,Extrovert,Low,Medium,No,Some,Positive,HighSchool,No,Active,Insufficient,Positive,Yes,50,34,14,4
F,ind,Saudi Arabia,middlelevel,G-07,D,History,F,Father,Yes,Bad,Under-7,M,D,No,Auditory,Extrovert,High,Medium,No,Many,Positive,PhD,Yes,Active,Insufficient,Positive,Yes,84,85,18,36
M,uk,China,middlelevel,G-05,E,IT,S,Guardian,Yes,Bad,Under-7,L,B,Yes,Visual,Extrovert,High,Low,Yes,Many,Neutral,Bachelor,No,Inactive,Adequate,Negative,No,79,15,6,31
M,saudi,USA,highlevel,G-05,D,English,F,Father,Yes,Bad,Above-7,L,C,No,Auditory,Extrovert,Low,Low,No,None,Neutral,Master,No,Moderate,Insufficient,Positive,No,91,1,7,3
F,fr,Saudi Arabia,highlevel,G-07,A,English,S,Father,No,Bad,Under-7,L,C,Yes,Visual,Extrovert,Medium,Low,Yes,Many,Negative,PhD,No,Active,Insufficient,Negative,No,30,88,13,2
F,cn,France,middlelevel,G-06,C,English,S,Mother,Yes,Good,Above-7,H,A,Yes,Visual,Introvert,Low,Low,No,Some,Positive,HighSchool,Yes,Active,Insufficient,Negative,Yes,91,86,4,7
F,cn,USA,middlelevel,G-06,E,History,S,Guardian,Yes,Good,Above-7,M,D,Yes,Kinesthetic,Extrovert,Low,Medium,Yes,None,Neutral,Bachelor,No,Active,Adequate,Negative,No,95,100,1,24
M,uk,India,preschool,G-05,A,English,F,Father,Yes,Bad,Under-7,H,E,No,Kinesthetic,Introvert,Low,High,No,Many,Positive,HighSchool,No,Moderate,Adequate,Neutral,Yes,71,93,5,47
F,uk,Saudi Arabia,preschool,G-06,A,Math,S,Guardian,Yes,Good,Above-7,M,D,No,Auditory,Extrovert,High,Medium,Yes,None,Neutral,Bachelor,No,Inactive,Insufficient,Negative,Yes,26,2,8,0
F,fr,UK,lowerlevel,G-04,B,History,F,Guardian,Yes,Bad,Above-7,L,D,Yes,Auditory,Introvert,Medium,Low,Yes,Some,Neutral,Bachelor,No,Active,Insufficient,Negative,No,77,55,7,35
M,uk,Saudi Arabia,highlevel,G-07,C,Science,S,Guardian,Yes,Good,Under-7,M,C,No,Visual,Introvert,Low,Low,Yes,Some,Negative,Master,Yes,Active,Insufficient,Positive,No,66,88,0,5
M,uk,India,preschool,G-06,A,Science,S,Mother,Yes,Bad,Above-7,H,A,No,Auditory,Introvert,High,Low,No,Many,Negative,HighSchool,Yes,Active,Adequate,Negative,No,25,19,6,37
F,fr,China,lowerlevel,G-04,D,History,S,Mother,No,Bad,Under-7,H,B,Yes,Visual,Extrovert,High,Low,No,Many,Neutral,HighSchool,No,Inactive,Adequate,Negative,Yes,81,40,13,6
M,cn,UK,highlevel,G-07,E,English,F,Mother,Yes,Good,Above-7,L,D,Yes,Auditory,Extrovert,Medium,Low,No,Many,Neutral,Bachelor,No,Active,Insufficient,Negative,No,67,49,18,37
F,us,France,middlelevel,G-07,B,IT,S,Mother,No,Bad,Above-7,L,D,Yes,Visual,Introvert,Medium,Medium,Yes,None,Neutral,Master,No,Active,Adequate,Neutral,No,67,62,8,37
F,us,Saudi Arabia,preschool,G-05,C,Math,S,Guardian,Yes,Good,Above-7,H,C,Yes,Visual,Introvert,Medium,Low,No,Some,Negative,HighSchool,Yes,Active,Insufficient,Positive,No,29,57,12,41
M,us,UK,middlelevel,G-07,B,Science,S,Father,No,Bad,Above-7,M,E,No,Auditory,Extrovert,Low,High,Yes,Some,Positive,HighSchool,Yes,Inactive,Adequate,Positive,No,46,5,7,29
F,us,Saudi Arabia,lowerlevel,G-05,B,Math,F,Mother,Yes,Good,Above-7,M,B,No,Kinesthetic,Extrovert,Medium,High,Yes,Many,Neutral,Bachelor,No,Inactive,Adequate,Neutral,No,97,15,10,30
F,fr,UK,preschool,G-06,D,English,S,Guardian,No,Bad,Above-7,H,D,Yes,Kinesthetic,Extrovert,Medium,Low,Yes,Some,Negative,HighSchool,No,Active,Insufficient,Negative,Yes,57,35,3,44
F,uk,France,middlelevel,G-04,D,Science,F,Mother,Yes,Bad,Above-7,L,A,No,Visual,Extrovert,High,Medium,Yes,None,Neutral,Master,Yes,Inactive,Adequate,Negative,Yes,2,35,10,24
F,saudi,China,preschool,G-05,B,Math,S,Guardian,Yes,Bad,Above-7,L,B,No,Auditory,Extrovert,Medium,Medium,No,None,Positive,PhD,Yes,Inactive,Adequate,Positive,No,6,51,17,18
M,fr,China,middlelevel,G-06,E,History,S,Father,No,Bad,Under-7,H,D,Yes,Auditory,Introvert,High,Low,No,Some,Negative,PhD,No,Inactive,Insufficient,Positive,No,51,20,18,17
M,us,China,preschool,G-05,A,Math,S,Father,Yes,Bad,Under-7,M,B,No,Kinesthetic,Extrovert,Medium,High,No,Some,Positive,PhD,No,Moderate,Insufficient,Positive,No,49,68,7,10
M,ind,India,middlelevel,G-04,C,Science,F,Mother,Yes,Good,Above-7,L,B,Yes,Visual,Introvert,Medium,Medium,Yes,Many,Positive,HighSchool,Yes,Active,Insufficient,Neutral,Yes,85,8,0,2
M,fr,USA,highlevel,G-07,E,English,F,Mother,Yes,Good,Above-7,M,A,Yes,Visual,Extrovert,Medium,Medium,Yes,None,Positive,PhD,Yes,Moderate,Adequate,Neutral,Yes,34,16,12,39
M,us,Saudi Arabia,highlevel,G-06,A,IT,S,Guardian,Yes,Bad,Under-7,H,D,Yes,Auditory,Extrovert,Medium,Low,No,Some,Positive,Bachelor,Yes,Active,Adequate,Negative,Yes,98,3,17,44
M,saudi,Saudi Arabia,middlelevel,G-05,C,Math,F,Mother,Yes,Bad,Above-7,L,D,Yes,Auditory,Introvert,High,High,Yes,None,Positive,PhD,Yes,Inactive,Insufficient,Negative,Yes,72,37,2,18
M,cn,France,middlelevel,G-07,D,IT,F,Guardian,Yes,Good,Above-7,L,E,No,Auditory,Extrovert,Medium,High,No,Many,Positive,Bachelor,Yes,Moderate,Adequate,Neutral,Yes,96,63,9,33
M,saudi,France,middlelevel,G-07,A,Science,F,Guardian,Yes,Good,Under-7,H,E,Yes,Visual,Introvert,Low,High,Yes,None,Negative,HighSchool,No,Moderate,Adequate,Neutral,No,13,37,11,28
F,saudi,China,middlelevel,G-04,C,English,F,Father,No,Bad,Under-7,H,D,No,Auditory,Extrovert,Medium,High,No,None,Neutral,Master,Yes,Moderate,Adequate,Positive,No,74,69,15,13
M,ind,China,highlevel,G-04,B,English,S,Father,Yes,Bad,Under-7,M,B,Yes,Auditory,Extrovert,Low,Medium,No,Some,Neutral,PhD,Yes,Inactive,Insufficient,Neutral,No,88,5,16,34
M,saudi,China,highlevel,G-07,D,English,S,Father,Yes,Bad,Under-7,M,D,No,Kinesthetic,Extrovert,High,Medium,Yes,None,Positive,PhD,Yes,Inactive,Adequate,Positive,No,14,88,10,34
F,cn,USA,middlelevel,G-04,B,History,S,Mother,Yes,Good,Under-7,L,B,No,Kinesthetic,Introvert,High,Medium,Yes,Some,Neutral,Bachelor,No,Inactive,Adequate,Negative,Yes,84,76,18,21
M,fr,France,lowerlevel,G-07,E,IT,F,Father,No,Good,Above-7,H,A,No,Visual,Introvert,High,High,No,Some,Neutral,PhD,Yes,Active,Adequate,Neutral,Yes,33,12,3,15
M,uk,China,preschool,G-04,D,Math,S,Mother,Yes,Good,Above-7,M,A,Yes,Auditory,Extrovert,Medium,High,No,Some,Neutral,Bachelor,No,Inactive,Adequate,Negative,Yes,62,20,1,39
F,cn,USA,highlevel,G-04,D,History,S,Father,No,Bad,Under-7,H,C,Yes,Auditory,Extrovert,Low,Low,No,Many,Neutral,HighSchool,No,Active,Insufficient,Positive,Yes,90,89,19,31
M,saudi,UK,middlelevel,G-05,D,IT,F,Guardian,No,Good,Under-7,M,D,Yes,Visual,Extrovert,Low,High,No,Many,Neutral,PhD,Yes,Active,Insufficient,Positive,No,44,45,0,30
F,uk,USA,middlelevel,G-06,B,Science,S,Guardian,Yes,Bad,Above-7,H,C,Yes,Visual,Extrovert,Medium,Medium,No,None,Positive,HighSchool,No,Active,Insufficient,Positive,No,15,10,6,12
F,saudi,UK,highlevel,G-05,D,Math,F,Guardian,No,Good,Above-7,M,C,Yes,Visual,Introvert,Low,Low,Yes,Some,Negative,Master,No,Moderate,Insufficient,Neutral,No,12,15,9,46
F,fr,France,lowerlevel,G-04,D,English,F,Guardian,Yes,Good,Under-7,H,C,No,Auditory,Introvert,Medium,Medium,Yes,None,Positive,PhD,No,Active,Insufficient,Positive,Yes,81,40,18,19
M,us,India,preschool,G-06,E,Science,S,Mother,Yes,Bad,Above-7,H,B,No,Visual,Extrovert,High,High,No,Many,Positive,PhD,Yes,Moderate,Adequate,Negative,No,65,67,19,37
M,uk,USA,middlelevel,G-05,B,History,F,Guardian,Yes,Good,Under-7,M,E,No,Kinesthetic,Extrovert,Low,Low,No,None,Negative,Bachelor,Yes,Moderate,Adequate,Neutral,No,29,67,3,23
F,fr,UK,preschool,G-07,E,Math,F,Father,Yes,Bad,Under-7,H,D,No,Auditory,Extrovert,Low,Low,No,Some,Positive,HighSchool,Yes,Inactive,Insufficient,Neutral,Yes,12,30,9,26
F,ind,Saudi Arabia,preschool,G-05,E,English,S,Father,Yes,Good,Under-7,H,E,No,Auditory,Introvert,Medium,High,Yes,Some,Neutral,PhD,Yes,Inactive,Adequate,Neutral,Yes,0,74,13,1
M,cn,USA,lowerlevel,G-06,C,History,F,Mother,Yes,Bad,Under-7,L,B,Yes,Visual,Extrovert,Medium,Medium,No,Many,Positive,Master,Yes,Inactive,Adequate,Negative,No,87,74,16,48
F,fr,France,lowerlevel,G-05,C,IT,S,Mother,No,Good,Under-7,M,D,Yes,Auditory,Extrovert,Low,Low,Yes,Many,Negative,Master,No,Inactive,Insufficient,Negative,No,79,28,14,13
M,uk,China,preschool,G-05,B,IT,S,Mother,Yes,Good,Under-7,L,D,Yes,Kinesthetic,Introvert,Medium,Medium,No,Many,Positive,Bachelor,No,Moderate,Adequate,Negative,No,29,32,17,5
M,saudi,France,preschool,G-07,C,Science,S,Father,Yes,Bad,Under-7,M,B,Yes,Visual,Extrovert,Low,Medium,Yes,Some,Positive,Bachelor,Yes,Moderate,Insufficient,Neutral,No,46,0,18,12
